user_id,anime_id,rating
271,12783,1
271,19021,8
271,21647,8
271,23399,7
288,416,9
288,449,6
288,451,6
288,452,6
288,512,9
288,523,9
288,528,8
288,1118,8
288,1430,9
288,4835,7
288,8247,7
294,304,7
294,416,8
294,459,8
294,460,7
294,461,7
294,462,7
294,463,7
294,464,7
294,465,7
294,502,8
294,512,8
294,523,9
294,793,7
294,891,7
294,892,8
294,893,8
294,894,7
294,895,6
294,896,7
294,898,7
294,899,7
294,900,7
294,974,7
294,1117,10
294,1118,9
294,1119,9
294,1121,9
294,1122,9
294,1764,7
294,1861,7
294,2385,6
294,2386,7
294,2472,10
294,2490,7
294,2498,7
294,2499,7
294,2594,9
294,2847,9
294,3848,8
294,4107,8
294,4155,9
294,5681,10
294,6178,9
294,7311,9
294,8246,9
294,9617,7
294,9790,8
294,9917,9
294,9958,8
294,9999,8
294,10740,9
294,12015,7
294,12017,7
294,12783,7
294,12859,9
294,14175,8
294,19021,7
294,21647,8
294,23399,7
365,523,10
365,894,7
365,895,8
365,896,6
365,898,8
365,899,8
365,900,8
365,901,8
365,902,10
365,903,9
365,6372,9
365,6637,9
365,7337,9
365,9135,10
371,459,6
371,460,6
371,461,5
371,462,8
371,463,7
371,464,10
371,465,7
371,896,6
371,898,8
371,899,7
371,3848,5
371,4155,9
371,9999,8
371,12859,10
371,25389,7
384,430,8
384,459,6
384,460,7
384,461,6
384,462,7
384,463,6
384,464,9
384,465,7
384,536,7
384,974,8
384,1430,9
384,1435,8
384,2385,7
384,2386,7
384,2490,8
384,3848,7
384,4155,8
384,5225,7
384,9135,6
384,10074,6
384,12859,9
384,14669,9
392,430,3
392,1894,5
392,2472,6
392,4106,7
392,4155,7
392,4835,7
392,5681,7
392,7472,8
392,8246,7
392,12859,8
392,14669,6
392,15335,8
395,512,7
395,523,7
395,528,5
395,779,8
395,1118,8
395,1119,8
395,1120,5
395,1416,7
395,1419,9
395,1430,8
395,1432,7
395,1433,6
395,1435,6
395,2472,7
395,2847,8
395,4155,9
395,4985,9
395,5529,6
395,6178,6
395,7472,10
395,8246,6
395,9617,9
395,9917,6
395,9999,8
395,10153,10
395,12049,7
395,12671,5
395,12859,7
395,15335,10
395,18429,8
415,779,8
415,780,8
415,781,7
415,997,8
415,1363,9
415,1364,8
415,1366,8
415,1367,8
415,1505,7
415,1506,7
415,2171,7
415,4447,9
415,7337,8
415,9963,8
415,12117,7
415,14735,8
416,894,7
416,895,8
416,896,7
416,898,8
416,899,7
416,900,8
416,901,9
416,902,7
416,903,8
416,904,7
416,905,8
416,906,8
416,2472,7
416,6325,7
416,8246,7
438,779,9
438,780,7
438,781,9
438,1363,8
438,1364,10
438,1366,9
438,1367,9
438,1505,9
438,1506,10
438,2171,9
438,4155,9
438,4447,9
438,5681,8
438,6372,7
438,6637,9
438,7311,9
438,9617,8
438,11001,8
438,14175,8
438,19021,7
438,21647,7
438,23399,5
439,430,7
439,1117,7
439,1120,6
439,1121,6
439,4106,9
439,4835,7
439,6178,6
439,7472,10
439,8247,7
439,9135,5
439,10074,5
439,15335,10
446,430,7
446,866,6
446,867,7
446,868,6
446,869,6
446,1894,8
446,4106,10
446,7311,10
446,9135,8
446,9617,9
446,12049,7
446,23697,6
447,371,7
447,372,9
447,523,8
447,779,7
447,780,6
447,1363,7
447,1364,8
447,1366,7
447,1367,6
447,1506,7
447,4835,6
447,12049,8
455,415,9
455,416,7
455,430,7
455,512,8
455,523,10
455,528,8
455,793,8
455,1117,7
455,2594,7
455,5681,9
455,7311,8
455,7337,6
455,9617,8
455,14349,8
455,28755,6
460,442,7
460,936,7
460,1120,7
460,2006,7
460,2398,7
460,2472,7
460,4835,8
460,6325,7
460,8246,7
460,8247,7
478,371,8
478,372,8
478,416,9
478,430,9
478,442,9
478,512,9
478,523,9
478,528,8
478,779,9
478,780,9
478,781,9
478,936,8
478,1117,8
478,1118,8
478,1119,8
478,1120,8
478,1121,8
478,1122,8
478,1363,9
478,1364,9
478,1366,9
478,1367,9
478,1505,9
478,1506,9
478,1894,8
478,2171,9
478,2472,9
478,2847,8
478,4447,9
478,4835,8
478,4985,9
478,5681,9
478,6178,8
478,6325,9
478,6372,9
478,6637,9
478,8246,8
478,8247,9
478,9617,10
478,9790,8
478,9917,7
478,9958,9
478,10153,10
478,10740,7
478,12783,4
478,13169,7
478,13171,8
478,14175,10
478,14349,10
478,14669,10
478,19021,9
478,21647,10
496,430,9
496,528,9
496,1117,8
496,1118,8
496,1119,9
496,1120,7
496,1121,7
496,1122,7
496,1894,7
496,2398,8
496,2847,8
496,4793,7
496,4794,7
496,4795,7
496,6178,7
496,16678,7
497,430,8
497,442,5
497,528,9
497,894,6
497,895,6
497,896,3
497,898,8
497,899,9
497,900,8
497,901,10
497,902,8
497,903,7
497,904,4
497,905,10
497,906,8
497,1117,9
497,1118,8
497,1119,7
497,1120,5
497,1121,7
497,1122,8
497,2847,5
497,4106,8
497,4792,6
497,4793,6
497,5526,7
497,5681,8
497,6178,4
497,9135,7
497,9790,9
497,12049,5
497,12671,4
497,25389,5
497,25687,9
497,32108,7
497,32551,8
505,459,8
505,460,8
505,461,8
505,463,9
505,464,9
505,465,8
505,3848,8
505,4155,10
505,4835,8
505,8247,9
505,9617,10
505,12859,10
511,304,7
511,442,6
511,512,4
511,523,4
511,936,7
511,2132,7
511,2472,7
511,6325,7
511,6372,9
511,6637,9
511,6927,7
511,8246,6
511,9135,8
511,10659,6
511,12049,7
511,14349,8
529,459,7
529,461,7
529,462,7
529,779,8
529,780,9
529,781,8
529,1121,6
529,1363,7
529,1364,9
529,1366,8
529,1367,8
529,1505,8
529,1506,8
529,1764,8
529,1861,8
529,2171,8
529,2498,8
529,2499,8
529,3848,7
529,4155,10
529,6372,8
529,6637,9
529,7311,10
529,7472,8
529,8246,8
529,9958,8
529,9963,9
529,9999,7
529,12117,9
529,12859,9
529,14735,8
529,15335,9
530,459,9
530,460,9
530,461,9
530,462,9
530,463,9
530,464,9
530,465,9
530,3848,9
530,4107,10
530,4155,9
530,7311,10
530,9617,8
530,9999,9
530,12001,9
530,12859,9
533,418,8
533,792,8
533,899,7
533,900,7
533,901,8
533,902,8
533,903,7
533,904,6
533,905,8
533,906,8
533,1010,8
541,304,7
541,442,7
541,459,7
541,759,9
541,866,8
541,867,8
541,868,8
541,869,8
541,936,7
541,1117,8
541,1118,7
541,1119,6
541,2884,5
541,4106,8
541,4107,9
541,4155,9
541,5681,8
541,7311,8
541,8247,6
541,12859,9
559,372,7
559,442,7
559,459,6
559,460,7
559,461,6
559,528,7
559,894,6
559,895,5
559,896,7
559,898,7
559,899,6
559,900,6
559,901,8
559,902,8
559,903,6
559,904,6
559,905,7
559,906,7
559,936,7
559,1117,9
559,1118,7
559,2385,5
559,2386,5
559,2397,7
559,2398,8
559,2472,7
559,4155,8
559,9999,7
559,12049,4
559,12859,9
559,25389,5
559,25687,6
559,32108,7
559,32551,7
561,442,7
561,502,7
561,528,10
561,891,7
561,894,7
561,901,8
561,905,8
561,906,9
561,936,7
561,1117,9
561,1118,8
561,1119,8
561,1120,8
561,1121,7
561,1122,7
561,2397,8
561,2472,8
561,5526,7
561,25687,8
565,430,10
565,536,5
565,793,7
565,866,5
565,867,5
565,868,5
565,869,5
565,1764,7
565,1861,7
565,2498,7
565,2499,7
565,5681,5
565,6372,7
565,6637,7
565,7311,9
565,9135,7
565,9617,4
565,12015,2
565,14175,5
566,430,8
566,459,5
566,460,6
566,461,5
566,462,5
566,463,5
566,464,5
566,465,5
566,2385,6
566,2386,4
566,2490,4
566,4155,7
566,12859,7
567,459,8
567,460,8
567,461,8
567,462,8
567,463,8
567,464,8
567,465,8
567,2385,10
567,2386,10
567,2490,8
567,3848,8
567,4106,10
567,4155,10
567,4835,7
567,7472,10
567,8246,7
567,8247,7
567,9999,8
567,10659,6
567,12001,8
567,12859,9
567,15335,10
572,442,3
572,523,8
572,528,4
572,882,3
572,883,4
572,893,6
572,894,3
572,895,4
572,896,4
572,898,4
572,899,3
572,900,4
572,901,4
572,902,5
572,903,4
572,904,3
572,905,4
572,906,3
572,936,2
572,1117,4
572,1118,4
572,1119,4
572,1120,4
572,1894,3
572,2006,3
572,2397,4
572,2398,4
572,2472,2
572,2847,4
572,3031,4
572,3033,4
572,4107,7
572,6325,3
572,8246,3
580,528,8
580,1117,5
580,1118,7
580,1119,6
580,1120,9
580,1121,6
580,1122,6
580,1894,4
580,2397,10
580,2847,8
580,6178,8
580,9917,7
580,10740,7
580,13799,5
581,430,8
581,523,10
581,882,8
581,894,8
581,895,8
581,896,8
581,898,8
581,899,8
581,900,8
581,901,8
581,902,8
581,903,8
581,904,8
581,905,8
581,906,8
581,2006,7
581,4106,10
581,4835,8
581,5681,10
581,6325,7
581,7311,8
581,8247,9
581,9135,10
592,459,9
592,460,9
592,461,8
592,462,9
592,463,9
592,464,7
592,465,9
592,894,10
592,895,9
592,896,9
592,898,10
592,899,10
592,900,10
592,901,10
592,902,10
592,903,8
592,904,8
592,905,10
592,906,10
592,2386,10
592,3848,8
592,4155,10
592,12859,10
614,442,5
614,523,7
614,936,6
614,1119,5
614,1121,5
614,2472,5
614,5681,8
614,6325,6
614,7311,6
614,8246,6
614,9135,5
626,430,7
626,528,8
626,1121,6
626,1122,7
626,2397,9
626,2398,7
626,2606,7
626,2847,8
626,4106,8
626,5681,10
626,6372,8
626,6637,8
626,7311,9
626,9135,7
644,372,9
644,779,8
644,780,8
644,781,10
644,1363,9
644,1364,6
644,1366,8
644,1367,10
644,1505,9
644,1506,10
644,2397,8
644,4447,10
644,9963,10
644,12117,10
656,523,8
656,528,7
656,906,8
656,936,7
656,1117,7
656,1122,7
656,2847,7
656,4107,8
656,5681,9
656,6372,7
656,6637,7
656,7311,9
656,8247,7
656,9790,8
656,14349,8
659,415,6
659,416,6
659,430,7
659,459,5
659,460,6
659,461,4
659,462,6
659,463,5
659,464,8
659,465,4
659,512,8
659,523,8
659,759,5
659,1430,8
659,2006,7
659,3848,7
659,4155,6
659,4983,4
659,5681,4
659,7311,8
659,9999,6
659,12859,9
659,14349,8
659,15335,9
659,15771,7
659,17437,4
659,19489,5
659,23293,8
661,371,7
661,430,6
661,528,9
661,894,6
661,898,7
661,899,6
661,900,7
661,901,8
661,903,7
661,904,5
661,905,7
661,1117,9
661,1118,9
661,1119,8
661,1120,10
661,1121,6
661,1122,7
661,1894,5
661,2397,6
661,2398,6
661,2472,8
661,2847,8
661,4107,9
661,4155,8
661,4793,6
661,4794,6
661,4835,7
661,4985,8
661,5681,9
661,6178,8
661,6325,6
661,7311,9
661,8247,8
661,9135,8
661,9790,9
661,9917,7
661,10153,9
661,12049,3
661,12671,7
661,12783,7
661,12859,8
661,14349,8
661,14669,9
661,16149,8
661,19021,7
661,21647,9
661,23399,8
661,25389,9
667,502,5
667,891,5
667,894,7
667,895,6
667,896,7
667,898,7
667,899,7
667,900,6
667,901,8
667,902,6
667,903,7
667,904,7
667,905,8
667,906,8
667,4155,5
667,12859,7
691,416,8
691,502,7
691,891,6
691,892,8
691,893,9
691,894,8
691,895,7
691,896,8
691,898,7
691,899,8
691,900,9
691,901,10
691,902,8
691,903,8
691,904,7
691,905,10
691,906,8
691,4106,8
691,7311,10
691,9958,8
702,442,6
702,502,5
702,512,8
702,523,8
702,528,7
702,759,8
702,892,6
702,894,6
702,895,5
702,896,6
702,898,7
702,899,6
702,900,6
702,901,7
702,902,6
702,903,5
702,904,1
702,905,7
702,906,7
702,936,6
702,1117,7
702,1118,6
702,1119,7
702,1120,5
702,1121,6
702,1122,6
702,2397,7
702,4794,5
702,4795,3
702,5526,5
702,5681,8
702,7311,9
702,12859,9
702,15335,10
721,442,8
721,502,8
721,814,9
721,891,8
721,892,7
721,893,7
721,894,8
721,895,8
721,896,8
721,898,8
721,899,8
721,900,8
721,901,8
721,902,8
721,903,8
721,904,7
721,905,7
721,906,8
721,10659,7
721,10731,9
721,20371,10
721,20815,10
721,25389,9
721,28755,8
737,416,10
737,442,7
737,512,9
737,523,10
737,936,7
737,1121,7
737,4107,9
737,4155,10
737,6325,7
737,7311,10
737,8246,7
737,9617,9
737,10659,7
737,12859,10
737,16680,7
741,449,8
741,451,7
741,452,7
741,528,7
741,898,8
741,899,7
741,900,7
741,901,9
741,902,7
741,903,6
741,904,3
741,905,8
741,906,5
741,1117,7
741,1118,7
741,1119,7
741,1120,7
741,1121,7
741,1122,9
741,1894,7
741,2397,9
741,2398,7
741,2847,9
741,6178,6
741,7311,10
741,9790,6
741,9917,5
741,12671,5
741,12783,3
771,4106,7
771,5681,7
771,7311,10
771,9617,7
771,9790,6
771,14175,7
771,21647,8
771,25729,7
771,29829,7
771,29830,7
771,29831,7
784,4107,8
784,5681,6
784,6372,7
784,6637,7
784,14349,9
784,14669,6
784,15335,9
784,19489,9
784,21647,9
784,25687,7
784,28755,7
784,32108,7
784,32551,7
786,430,10
786,442,8
786,460,9
786,463,9
786,528,10
786,875,7
786,936,8
786,1117,9
786,1118,9
786,1119,9
786,1120,9
786,1121,10
786,1122,10
786,2472,8
786,2847,9
786,4155,10
786,6178,10
786,6325,9
786,6372,9
786,6637,9
786,7311,10
786,8246,8
786,9135,9
786,9617,9
786,9790,9
786,9917,9
786,10740,9
786,12049,8
786,12671,9
786,12783,8
786,12859,9
786,14175,10
786,16680,9
786,19021,8
786,21647,9
786,28755,10
788,430,8
788,459,7
788,461,6
788,462,7
788,894,7
788,895,7
788,896,7
788,898,7
788,899,7
788,900,7
788,901,7
788,902,7
788,903,7
788,904,7
788,905,8
788,906,7
788,2472,7
788,3848,7
788,4155,8
788,4835,7
788,5681,8
788,6325,7
788,8246,8
788,8247,8
788,12859,8
788,25389,8
789,371,7
789,430,10
789,523,8
789,528,10
789,892,7
789,896,8
789,901,9
789,903,7
789,1117,10
789,1118,8
789,1119,7
789,1120,9
789,1121,6
789,1122,6
789,2397,8
789,10740,6
791,416,7
791,502,6
791,512,6
791,523,8
791,891,6
791,892,6
791,893,7
791,894,6
791,895,7
791,896,6
791,898,6
791,899,6
791,900,6
791,901,6
791,902,6
791,903,6
791,904,6
791,905,6
791,906,6
791,2594,7
795,442,9
795,759,8
795,936,8
795,2398,6
795,2472,1
795,2499,9
795,3031,6
795,3033,7
795,4107,8
795,4155,8
795,6325,9
795,7472,9
795,8246,7
795,10659,8
795,12859,8
795,14349,7
795,15335,10
813,430,8
813,512,10
813,523,9
813,1894,7
813,2006,7
813,5681,10
813,6372,9
813,6637,9
813,9135,7
813,14349,10
813,19021,7
837,430,7
837,512,9
837,523,8
837,793,8
837,7311,10
837,7337,8
837,9135,8
837,9617,10
837,12049,7
837,14349,9
837,19489,9
838,502,9
838,523,9
838,891,9
838,892,9
838,893,9
838,894,10
838,895,9
838,896,10
838,898,10
838,899,10
838,901,10
838,3745,9
838,4835,7
838,8247,8
838,8358,9
847,371,7
847,372,8
847,779,8
847,2392,10
847,2648,10
847,2649,10
847,2651,10
847,5681,9
847,7311,9
847,8208,7
847,10534,10
847,12015,6
847,12017,6
847,21469,10
847,25389,7
847,25687,7
847,32108,7
857,416,9
857,459,8
857,460,8
857,461,6
857,462,7
857,463,7
857,464,8
857,465,7
857,512,8
857,523,8
857,1117,8
857,1118,9
857,1119,7
857,1120,8
857,1121,9
857,3848,8
857,4155,9
857,4792,7
857,4793,9
857,4795,8
857,5526,10
857,12859,10
857,21647,8
857,23399,8
861,418,7
861,430,8
861,759,8
861,792,8
861,894,5
861,895,5
861,896,5
861,898,6
861,899,5
861,900,8
861,901,8
861,902,6
861,903,7
861,904,8
861,905,9
861,906,8
861,997,7
861,1010,7
861,1920,7
861,1921,9
861,1922,7
861,1923,6
861,1924,8
861,1925,7
861,4106,8
861,5681,8
861,6372,6
861,6637,6
861,9617,8
861,12859,7
861,14349,8
861,15771,7
861,21647,8
890,442,7
890,523,8
890,759,7
890,974,8
890,2472,9
890,2594,7
890,4106,7
890,4155,7
890,4835,7
890,4983,8
890,5681,8
890,7311,9
890,9617,7
890,9790,4
890,12859,7
890,15335,8
920,442,7
920,2472,7
920,4155,8
920,4835,7
920,7311,10
920,8246,7
920,8247,7
920,9790,8
920,12049,7
920,12859,7
920,14669,8
934,528,6
934,1117,5
934,1118,5
934,1120,5
934,1121,5
934,1122,6
934,2847,5
934,4155,9
934,4835,8
934,6178,6
934,8247,8
934,9617,7
934,9917,6
934,10740,5
934,12671,6
934,12859,10
934,16680,6
937,442,10
937,901,8
937,903,7
937,905,8
937,936,10
937,2472,10
937,6325,10
937,7311,8
937,8246,10
937,9617,9
937,9790,9
937,10659,10
946,449,8
946,451,8
946,452,8
946,462,9
946,512,7
946,523,8
946,759,7
946,2132,8
946,4155,9
946,5681,7
946,6372,9
946,6637,9
946,12859,9
948,779,7
948,780,8
948,781,9
948,1363,8
948,1364,8
948,1366,8
948,1367,6
948,1505,8
948,1506,9
948,2171,7
948,2392,7
948,2397,8
948,2398,7
948,2472,6
948,3031,7
948,3033,7
948,4155,7
948,4447,8
948,6325,7
948,8246,7
948,9963,6
948,10534,8
954,416,10
954,512,10
954,523,10
954,5681,10
954,6372,9
954,6637,9
954,7311,9
954,9617,9
954,14349,10
954,17437,10
954,19021,8
954,19489,10
954,21647,9
956,459,7
956,460,7
956,461,7
956,462,9
956,463,9
956,464,10
956,465,8
956,894,6
956,895,7
956,896,8
956,898,10
956,899,7
956,900,9
956,901,10
956,902,10
956,903,9
956,904,5
956,905,10
956,906,10
956,3848,8
956,4155,10
956,7472,9
956,12859,10
956,15335,10
956,25687,8
956,32108,7
956,32551,10
958,415,6
958,416,7
958,430,9
958,442,7
958,459,7
958,460,7
958,461,7
958,462,9
958,463,6
958,464,7
958,465,7
958,502,6
958,512,8
958,523,8
958,528,7
958,759,8
958,875,9
958,891,5
958,892,6
958,893,6
958,894,6
958,895,5
958,896,6
958,898,5
958,899,6
958,900,6
958,901,5
958,902,5
958,903,6
958,904,7
958,905,6
958,906,6
958,936,7
958,974,6
958,1106,4
958,1117,7
958,1118,7
958,1370,3
958,1961,7
958,2385,8
958,2386,7
958,2472,8
958,2490,6
958,2594,8
958,3848,9
958,4107,8
958,4155,9
958,4835,9
958,4983,7
958,5681,10
958,6325,9
958,6372,8
958,6637,9
958,6927,9
958,7311,10
958,8246,8
958,8247,9
958,9135,8
958,9617,9
958,9790,8
958,9999,8
958,10659,8
958,12049,8
958,12783,7
958,12859,10
958,13171,7
958,14175,8
958,14669,8
958,15771,7
958,25389,8
961,304,8
961,512,10
961,894,8
961,895,8
961,896,8
961,898,8
961,901,8
961,902,8
961,903,8
961,904,8
961,997,9
961,5681,6
992,304,6
992,415,4
992,416,9
992,512,9
992,523,9
992,1430,6
992,5681,8
992,6372,9
992,6637,9
992,6927,3
992,7337,5
992,14349,7
992,19489,8
995,512,7
995,523,9
995,2006,4
995,2472,8
995,4155,8
995,5681,8
995,6325,7
995,7311,7
995,7472,8
995,9999,6
995,12049,8
995,12859,8
995,15335,10
1019,5681,6
1019,9617,8
1019,12049,7
1019,14175,9
1019,14669,7
1019,15335,10
1019,15771,7
1019,21469,8
1019,21647,7
1019,25687,8
1019,32108,8
1019,32551,8
1026,415,5
1026,416,6
1026,502,7
1026,512,10
1026,523,10
1026,895,9
1026,896,9
1026,997,6
1026,1117,5
1026,11019,8
1042,502,7
1042,891,8
1042,892,8
1042,893,8
1042,894,8
1042,895,9
1042,896,9
1042,898,9
1042,899,9
1042,900,8
1042,901,10
1042,902,9
1042,903,10
1042,904,7
1042,905,9
1042,906,9
1051,415,6
1051,416,10
1051,430,7
1051,512,9
1051,523,9
1051,2460,8
1051,6372,7
1051,6637,6
1051,7311,9
1051,9135,6
1060,430,7
1060,523,7
1060,759,8
1060,896,4
1060,905,4
1060,2397,6
1060,5681,6
1060,6372,8
1060,6637,8
1060,7311,7
1087,502,6
1087,528,7
1087,891,6
1087,892,5
1087,893,6
1087,894,8
1087,895,6
1087,896,7
1087,898,7
1087,899,7
1087,900,6
1087,901,8
1087,902,6
1087,903,5
1087,904,3
1087,905,7
1087,906,7
1087,3033,8
1087,8490,4
1087,25389,8
1087,25687,6
1114,528,8
1114,814,7
1114,905,6
1114,1117,8
1114,2386,5
1114,2472,6
1114,2490,5
1114,4106,8
1114,4107,6
1114,4835,7
1114,5681,8
1114,6325,6
1114,7472,8
1114,8246,7
1114,8247,6
1114,9135,7
1114,12049,7
1114,12859,8
1114,15335,10
1116,459,10
1116,460,10
1116,461,10
1116,462,10
1116,463,10
1116,464,10
1116,465,10
1116,793,9
1116,2385,10
1116,2386,10
1116,2490,10
1116,3848,10
1116,4155,10
1116,9999,10
1116,12001,10
1116,12049,10
1116,12859,10
1116,14175,9
1116,21647,7
1119,430,7
1119,502,10
1119,891,10
1119,892,10
1119,893,10
1119,894,10
1119,895,10
1119,896,10
1119,898,10
1119,899,10
1119,900,10
1119,901,10
1119,902,10
1119,903,10
1119,904,10
1119,905,10
1119,906,10
1119,1122,10
1119,2398,9
1119,2472,6
1119,3033,10
1119,6325,7
1119,8246,9
1119,9135,10
1119,11009,10
1119,11019,10
1119,12049,8
1119,14669,10
1119,19021,8
1129,442,6
1129,528,10
1129,1117,8
1129,1118,7
1129,1119,8
1129,1120,7
1129,1121,6
1129,1122,6
1129,2847,7
1129,5526,6
1129,5681,9
1129,9917,7
1132,502,6
1132,523,9
1132,891,6
1132,892,6
1132,893,6
1132,894,7
1132,895,6
1132,896,6
1132,898,6
1132,899,6
1132,900,6
1132,901,7
1132,902,7
1132,903,7
1132,905,7
1132,906,7
1132,1117,6
1132,1118,6
1132,1119,6
1132,1120,6
1132,1121,6
1132,1122,6
1132,2172,7
1132,2397,7
1132,2398,7
1132,2450,7
1132,2847,6
1132,3031,6
1132,3745,7
1132,5681,8
1132,6178,6
1132,6217,7
1132,6460,7
1132,7311,7
1132,8358,7
1132,8359,7
1132,8360,7
1132,8361,7
1132,8362,7
1132,8363,7
1132,8364,7
1132,8365,7
1132,8366,7
1132,8367,7
1132,8368,7
1132,8369,7
1132,9617,8
1132,14349,8
1132,14669,7
1132,19489,8
1132,28755,6
1140,430,8
1140,442,8
1140,936,8
1140,2472,8
1140,4835,9
1140,6325,8
1140,7337,8
1140,8246,8
1140,8247,7
1140,9135,8
1140,20371,8
1140,20815,7
1145,416,7
1145,449,8
1145,451,8
1145,512,9
1145,523,9
1145,759,8
1145,1400,9
1145,2450,9
1145,4107,10
1145,4983,8
1145,5681,9
1145,9617,8
1145,9790,8
1145,12783,8
1145,13171,6
1145,14175,9
1145,14349,9
1145,14669,9
1145,17437,9
1145,19489,9
1145,23293,8
1151,416,7
1151,442,6
1151,512,8
1151,523,7
1151,528,10
1151,936,6
1151,1117,9
1151,1118,8
1151,2398,7
1151,3033,8
1151,4106,9
1151,4835,9
1151,5681,10
1151,8247,7
1151,9135,8
1161,894,7
1161,895,7
1161,896,8
1161,898,7
1161,899,6
1161,900,7
1161,901,8
1161,902,7
1161,903,7
1161,904,6
1161,905,9
1161,906,8
1167,442,3
1167,512,7
1167,523,5
1167,781,5
1167,936,3
1167,2472,3
1167,5681,7
1167,6325,2
1167,8246,5
1167,10659,3
1170,528,10
1170,1117,7
1170,1118,6
1170,1119,5
1170,1120,8
1170,1121,7
1170,1122,7
1170,6178,5
1170,7311,9
1170,12671,6
1176,459,7
1176,460,7
1176,461,7
1176,462,8
1176,463,8
1176,464,8
1176,465,7
1176,523,7
1176,898,7
